wiki_db,year,pagetitle,edits,desc_en,desc_ar,desc_de,desc_es,desc_fr,desc_ru,desc_zh,file_name,image_page,image_file,artist,license,licenseurl,daily_edits
zhwiki,2006,香港2007年7月,1480,notable Hong Kong-related events in July 2007,الأحداث البارزة المتعلقة بهونغ كونغ في يوليو 2007,Ereignisse im Zusammenhang mit Hongkong im Juli 2007,sucesos notables relacionados a Hong Kong en julio de 2007,événements notables liés à Hong Kong en juillet 2007,"заметные события, связанные с Гонконгом, в июле 2007 года",2007年7月與香港有關的重大事件,File:Flag_of_Hong_Kong.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Hong_Kong.svg,https://upload.wikimedia.org/wikipedia/commons/5/5b/Flag_of_Hong_Kong.svg,Tao Ho,Public domain,,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_15_2_4_0_3_12_11_8_11_1_1_3_3_2_8_5_6_3_3_3_11_4_7_3_3_3_2_1_2_1_3_1_0_9_0_2_3_5_3_1_4_8_4_2_0_0_5_5_8_0_3_5_1_0_0_6_4_5_3_2_0_0_0_0_2_3_1_0_3_5_3_3_2_2_5_12_6_3_1_7_2_2_0_0_1_1_9_4_11_9_7_4_6_0_9_1_2_2_5_2_2_7_6_13_4_3_0_2_0_2_5_8_4_4_2_4_0_3_5_1_0_2_7_2_1_5_1_4_2_0_1_6_0_5_2_4_3_8_7_2_1_6_0_6_3_1_2_3_9_1_1_1_2_5_3_1_2_3_2_1_3_2_0_1_5_0_4_1_0_10_5_1_2_0_13_2_0_0_1_0_3_1_10_1_7_3_1_1_3_4_2_6_3_2_4_9_5_1_1_3_5_6_3_2_3_3_6_6_3_13_3_2_4_3_2_6_3_3_5_3_7_1_0_0_4_3_1_3_1_6_4_4_8_1_0_1_6_2_2_5_7_8_5_2_2_3_3_10_2_3_1_5_3_6_9_2_4_6_1_5_2_4_11_0_27_7_9_5_8_8_2_11_7_5_6_4_6_15_7_7_4_3_14_7_0_5_13_16_4_14_2_8_7_6_12_5_10_4_7_4_13_11_6_8_5_9_16_8_1_10_2_6_8_6_4_17_9_9_2_7_10_7_9_3_3_6_9_10_17_4_0_2_8_2_3_12_4_3_4_1_2
arwiki,2006,عبد_السلام_عارف,484,Iraqi politician (1921-1966),سياسي عراقي (1921-1966),irakischer Staatspräsident,político iraquí (1921 - 1966),Homme politique irakien (1921-1966),иракский политик (1921-1966),伊拉克政治家（1921-1966）,File:President_Abd_al-Salam_Arif.jpg,https://commons.wikimedia.org/wiki/File:President_Abd_al-Salam_Arif.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9d/President_Abd_al-Salam_Arif.jpg,Unknown author,Public domain,,0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_5_4_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_4_0_8_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_6_15_29_38_0_3_4_0_5_8_0_0_0_0_6_4_0_0_11_4_8_1_0_0_0_0_0_0_0_1_58_16_0_0_20_2_2_0_0_2_0_0_0_5_7_2_0_0_0_0_3_6_6_18_0_1_10_0_0_6_0_0_1_0_0_0_0_0_1_0_0_2_0_2_0_38_12_11_2_2_1_3_1_0_0_3_2_0_0_0_0_0_0_0_1_1_1_0_0_0_0_0_0_1_0_0_0_8_0_6_2_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_3_0_4_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_6_0_0_7_0_0_0_1_0_0_8_0_0_0_0_2_1_2_0_2_0_0_0_0_0_0_0_0_0_3_4_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_2_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_3_2_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0
dewiki,2006,Kingdom_Hearts_II,5391,2005 video game,لعبة فيديو 2005,Computerspiel,juego de video de 2005,Jeu vidéo de 2005,видеоигра 2005 года,2005年的電子遊戲,File:KH2Logo.jpg,https://de.wikipedia.org/wiki/Datei:KH2Logo.jpg,https://upload.wikimedia.org/wikipedia/de/3/38/KH2Logo.jpg,"unbekannt
",Logo,//de.wikipedia.org/wiki/Datei:KH2Logo.jpg,9_7_30_29_27_12_19_30_19_9_24_16_46_8_23_32_20_31_20_38_16_31_13_10_8_16_16_23_21_8_13_10_7_39_65_32_13_39_41_19_14_16_7_9_11_10_13_25_13_24_10_13_7_19_26_30_23_16_13_16_26_8_16_14_10_2_44_14_6_8_20_19_12_30_36_11_42_35_51_30_39_54_47_64_35_19_21_47_75_35_46_45_50_33_32_49_46_25_27_31_32_43_39_38_22_18_62_25_19_16_21_29_26_13_16_11_27_19_20_14_36_35_16_11_24_24_33_32_18_6_12_15_20_6_34_26_5_27_33_15_49_13_33_16_4_6_29_9_13_14_7_8_8_15_13_2_6_5_12_20_12_13_14_12_13_1_9_10_23_14_22_15_13_21_20_17_2_11_17_4_22_13_14_1_13_7_3_6_4_6_18_8_7_12_17_6_8_12_5_0_6_6_10_18_7_6_13_6_8_7_8_5_9_4_10_1_5_0_7_18_11_6_16_1_4_0_3_4_5_1_10_15_11_9_11_4_4_17_11_3_1_5_9_4_7_3_11_8_3_2_2_15_9_6_1_16_1_18_4_4_7_18_22_10_7_13_13_1_8_11_13_12_10_17_4_6_5_15_12_5_5_13_10_5_2_4_5_6_6_14_2_2_4_6_16_2_0_10_5_4_8_7_9_0_10_2_4_13_18_4_11_0_2_21_13_11_6_0_16_3_8_5_13_6_16_3_0_11_5_0_5_2_2_5_6_2_13_2_21_6_7_21_5_13_4_17_6_1_5_5_3_14_7_10_11_8_3_16_0_5_0_19_22_7_11
ruwiki,2007,"Сталин,_Иосиф_Виссарионович",2468,"Soviet politician, general secretary of the Communist Party of the Soviet Union and premier of the Soviet Union (1878-1953)",سياسي سوفيتي، والأمين العام للحزب الشيوعي للاتحاد السوفيتي ورئيس وزراء الاتحاد السوفيتي (1878-1953),"sowjetischer Politiker, Generalsekretär des ZK der KPdSU (1878-1953)","político soviético, secretario general del Partido Comunista de la Unión Soviética y Presidente del Consejo de Ministros de la Unión Soviética (1878 - 1953)","Homme politique soviétique, secrétaire général du Parti communiste de l'Union soviétique et premier ministre de l'Union soviétique (1878-1953)","советский политический деятель, генеральный секретарь Коммунистической партии Советского Союза и премьер Советского Союза (1878-1953).",蘇聯政治家、蘇聯共產黨總書記、蘇聯總理（1878-1953）,File:CroppedStalin1943.jpg,https://commons.wikimedia.org/wiki/File:CroppedStalin1943.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9b/CroppedStalin1943.jpg,U.S. Signal Corps photo.,Public domain,,1_3_0_9_0_0_0_4_0_0_2_0_2_0_2_5_2_0_0_0_15_11_3_0_5_0_2_2_0_3_1_1_0_0_2_21_123_87_59_55_69_6_67_49_53_22_11_2_2_14_9_20_12_51_16_7_22_45_4_6_21_4_1_9_3_0_7_3_10_0_11_0_5_0_4_1_0_18_37_5_49_108_125_9_11_7_2_11_4_0_2_7_2_1_36_0_6_0_3_5_0_9_2_1_0_1_7_0_4_1_0_1_3_30_4_6_0_2_4_1_1_7_7_4_0_3_6_0_14_1_1_3_4_1_5_1_0_3_0_13_6_0_1_1_0_2_0_3_5_0_0_11_1_1_12_2_2_8_18_14_17_1_12_0_0_3_0_1_3_0_4_0_2_7_3_3_3_1_3_0_2_0_0_0_1_1_0_0_0_2_3_3_1_0_1_0_8_1_1_0_0_0_0_0_1_1_1_0_0_2_1_0_0_4_5_0_1_0_2_1_1_0_0_0_7_3_2_4_0_0_0_2_35_29_81_41_9_9_6_16_8_1_6_15_3_0_3_5_10_2_1_0_3_0_0_3_13_4_5_4_7_3_11_9_5_1_5_6_11_8_1_12_2_0_0_0_2_0_5_0_3_3_0_0_2_4_1_2_7_6_8_7_2_2_0_0_0_0_0_6_0_8_7_10_4_1_6_3_1_0_0_1_0_3_3_1_14_3_0_0_2_0_2_0_2_6_4_0_0_1_2_4_0_4_7_0_0_11_11_2_2_1_2_0_0_6_5_0_21_2_2_3_5_6_7_0_2_1_0_4_19_4_2_1_1
enwiki,2007,List_of_WWE_personnel,9825,Wikipedia list article about WWE personnel,قائمة ويكيبيديا حول موظفي دبليو دبليو إي,Wikipedia-Liste der Belegschaft der WWE,artículo de Wikipedia con la lista de personal de la WWE,Article de la liste du personnel de la WWE sur Wikipédia,статья-список в Википедии о персонале WWE,維基百科關於世界摔角娛樂選手及工作人員的列表文章,File:WWE_Logo.svg,https://commons.wikimedia.org/wiki/File:WWE_Logo.svg,https://upload.wikimedia.org/wikipedia/commons/0/03/WWE_Logo.svg,WWE,Public domain,,18_36_53_37_31_26_56_63_91_114_27_39_53_14_21_22_51_47_76_74_79_46_33_41_23_13_16_20_17_34_14_3_8_5_24_12_3_39_26_11_16_13_14_5_14_8_10_26_12_18_8_15_11_7_19_29_49_45_37_33_35_64_48_19_57_35_20_24_38_43_22_51_2_8_0_12_8_3_1_0_1_0_33_7_143_13_4_0_9_5_11_4_24_17_17_19_20_5_14_21_5_11_0_5_4_7_8_10_32_21_19_19_7_11_6_6_16_7_14_17_7_21_10_10_3_8_18_14_26_65_68_54_40_41_19_72_35_34_17_58_25_21_38_19_8_9_12_7_9_3_24_14_10_14_25_45_30_12_9_29_15_16_57_34_25_12_21_49_39_6_7_15_4_19_1_22_29_19_20_2_9_11_23_34_4_13_4_13_9_11_44_14_8_6_7_6_11_18_19_9_15_2_8_30_22_11_3_11_1_7_24_24_27_13_37_46_24_16_25_41_11_17_21_16_14_32_21_32_20_10_5_24_16_32_15_19_27_24_12_7_6_25_16_27_25_91_32_38_29_37_44_10_8_38_27_30_16_7_29_2_2_7_10_10_10_8_12_27_23_45_94_57_84_41_12_34_8_5_29_7_11_24_27_25_21_27_9_8_10_3_3_9_21_5_13_122_77_55_51_66_62_28_0_0_14_72_50_42_41_67_20_64_48_68_47_43_61_30_70_51_57_11_8_81_64_27_35_34_36_97_79_59_27_51_30_23_28_29_17_11_37_27_17_33_59_49_30_40_86_30_22_36_147_107_65_115_27_35_16_72_54_24_7_22_20
frwiki,2007,Nicolas_Sarkozy,3495,23rd president of the French Republic,الرئيس الثالث والعشرون للجمهورية الفرنسية,23. Präsident der Französischen Republik,vigésimo tercer prresidente de la República Francesa,23 ème président de la République française,23-й президент Французской Республики,法蘭西共和國第23任總統,File:Nicolas_Sarkozy_in_2010.jpg,https://commons.wikimedia.org/wiki/File:Flickr_-_europeanpeoplesparty_-_EPP_Summit_October_2010_(105).jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/Nicolas_Sarkozy_in_2010.jpg,European People's Party,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,2_1_8_6_1_4_4_0_3_8_3_4_0_2_17_12_16_3_2_0_9_11_2_5_12_11_7_9_9_5_2_0_0_8_2_4_2_16_2_7_2_8_5_7_4_3_2_4_4_6_1_17_8_4_0_0_2_2_0_2_2_2_9_15_12_0_13_25_16_35_2_16_9_23_13_11_17_14_1_13_21_16_22_12_22_14_27_15_7_3_8_2_22_14_34_35_15_9_19_9_42_27_27_0_12_3_12_26_44_25_23_25_27_65_17_20_8_1_22_23_28_25_14_21_40_93_87_119_52_57_57_38_23_23_39_19_9_48_31_12_5_9_19_7_7_3_12_6_14_15_18_28_16_5_20_11_23_15_7_38_17_36_20_18_15_10_8_7_15_5_18_12_2_5_27_6_9_16_22_13_3_5_11_17_9_1_0_8_4_5_3_5_8_9_8_9_5_0_5_4_2_6_31_1_23_4_0_3_0_1_2_2_4_4_2_9_2_0_0_15_5_1_4_9_22_23_10_17_0_0_1_0_0_2_3_4_3_0_4_0_5_3_4_4_0_1_0_4_9_2_1_0_1_0_1_2_6_0_0_3_7_5_2_0_1_1_2_1_0_0_0_5_6_3_5_2_0_10_0_1_1_0_1_1_12_5_0_2_3_9_36_10_6_1_2_0_6_3_6_3_10_15_15_8_5_1_0_2_1_2_1_3_4_0_2_6_0_2_0_2_17_1_1_0_3_9_5_2_1_4_2_4_2_6_11_0_6_1_1_6_0_4_1_2_4_0_1_6_0_3_20_0_0_1_0_0_0_4_2_3_3_1_5_5_10
eswiki,2007,Los_Simpson,3638,American animated sitcom created by Matt Groening,برنامج تلفزيوني كوميدي أمريكي على شكل رسومٍ متحركة، كان قد أنشأه مات جرونينج,US-amerikanische Zeichentrickserie,comedia situacional animada estadounidense creada por Matt Groening,sitcom d'animation américaine créée par Matt Groening,"американская анимационная ситуационная комедия, созданная Мэттом Грейнингом",由Matt Groening創作的美國動畫情景喜劇,File:Logo_The_Simpsons.svg,https://commons.wikimedia.org/wiki/File:Logo_The_Simpsons.svg,https://upload.wikimedia.org/wikipedia/commons/4/44/Logo_The_Simpsons.svg,Matt Groening,Public domain,,1_5_10_11_8_7_6_23_3_10_3_11_13_12_24_1_4_9_7_1_15_15_21_8_12_31_16_2_1_18_9_4_5_17_7_8_8_18_8_12_3_14_3_8_16_7_6_17_6_10_12_7_3_1_0_4_5_7_9_15_19_25_4_6_20_10_7_2_7_5_6_21_7_2_0_24_13_15_7_11_2_11_5_5_16_7_12_7_8_10_4_5_10_12_8_15_10_6_5_15_9_5_5_6_16_5_2_14_8_4_7_2_9_9_6_10_8_3_6_7_6_23_4_2_11_35_7_10_7_12_12_6_3_16_25_12_2_6_9_4_15_20_5_36_21_7_13_7_15_1_0_0_2_1_0_0_0_2_2_33_14_14_14_9_10_21_12_18_18_15_9_16_4_14_7_10_15_13_12_9_19_10_16_10_11_17_23_14_12_31_23_36_11_6_25_8_7_10_33_19_15_9_15_61_12_15_42_55_17_21_30_28_35_22_26_13_10_27_13_29_12_11_15_8_14_15_15_9_6_9_20_9_30_29_14_7_1_7_3_1_1_3_1_7_1_12_4_3_0_17_3_6_2_3_1_4_3_6_3_1_1_11_1_1_0_16_16_18_14_10_16_7_7_24_18_8_8_8_4_32_7_31_7_3_0_1_4_3_0_2_0_0_9_11_7_2_0_4_6_1_1_2_6_1_4_4_18_19_0_2_2_0_4_11_1_0_10_1_2_16_3_10_2_3_1_1_1_7_13_15_1_18_9_13_23_23_6_5_5_8_5_5_9_9_2_4_4_16_6_1_5_5_14_20_6_1_6_6_4_10_10_6_5_7_3
zhwiki,2007,跑Online,2265,video game,لعبة فيديو,Computerspiel,juego de video,jeu vidéo,видеоигра,電子遊戲,,,,,,,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_20_0_0_2_0_0_0_0_0_0_1_1_0_4_0_1_3_0_1_0_0_0_0_0_0_0_3_10_2_0_0_0_0_0_0_0_5_5_0_4_0_1_3_16_5_2_0_1_7_7_4_0_0_1_0_0_0_3_8_0_1_2_20_3_0_19_8_2_10_21_4_15_9_17_0_6_0_8_0_6_2_5_3_0_0_1_0_0_2_2_0_6_2_6_3_1_5_8_3_0_6_2_1_1_1_3_2_21_15_11_7_18_4_8_15_5_3_7_6_0_0_7_15_12_17_6_8_0_6_2_1_6_1_41_5_3_5_0_0_1_3_2_5_4_11_5_5_1_2_3_6_2_4_9_0_0_11_10_1_3_3_3_1_11_6_1_28_8_1_8_11_1_5_4_6_1_4_0_11_6_44_41_1_6_1_72_5_65_36_41_11_9_20_21_15_12_2_26_41_13_34_29_15_20_15_15_23_2_8_1_4_8_6_4_2_1_4_17_12_0_10_17_9_6_8_32_4_15_3_5_2_6_14_13_15_5_5_17_5_20_14_2_2_5_2_10_15_10_12_1_5_5_2_10_13_2_0_4_1_6_3_14_6_3_2_0_6_21_21_7_15_19_40_0_3_6_2_4_2_1_4_3_8_11_13_33_2_18_9_1_16_7_2_0_4_4_0_2_0_0_2_5_7_6_6_1_1_20_7_5_3_0_11_9_11_3_4_1_2_4_5_0_2_0_2_4
arwiki,2007,الجزائر,999,sovereign in North Africa,دولة ذات سيادة في شمال أفريقيا,Staat im Norden Afrikas,soberano en África del Norte,souverain d'Afrique du Nord,суверен в Северной Африке,北非主權,File:Flag_of_Algeria.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Algeria.svg,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Algeria.svg,This graphic was originaly Vectorization:  User:SKopp.,Public domain,,2_1_1_2_3_0_0_1_0_0_0_1_0_2_1_0_0_1_0_0_1_2_1_1_0_0_2_0_0_0_0_0_0_0_2_8_2_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_1_0_0_1_1_0_0_1_0_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0_2_2_1_2_0_3_0_0_4_0_0_0_0_2_0_0_0_0_1_2_0_0_0_1_1_0_2_0_1_1_0_0_1_1_0_0_1_0_0_2_0_0_0_0_0_1_0_4_1_1_1_0_5_0_0_1_0_0_0_0_0_1_1_0_0_0_0_0_0_0_3_11_0_0_0_1_0_8_1_2_0_0_0_0_3_2_2_1_0_1_1_1_1_0_0_1_1_0_0_5_0_0_0_0_0_0_0_0_0_0_0_6_1_0_0_0_0_0_1_1_0_0_1_2_1_0_0_0_0_0_0_0_0_2_0_1_1_0_0_0_0_0_0_0_0_0_0_1_4_0_0_0_0_0_2_0_0_0_1_1_0_0_1_0_2_2_1_0_0_1_2_0_0_6_2_45_17_80_39_30_26_4_10_15_11_0_4_0_12_10_16_21_14_16_19_16_5_2_16_13_33_42_27_19_12_11_6_29_9_3_13_2_0_0_0_8_3_3_3_0_0_4_2_3_5_2_0_1_0_2_8_16_6_7_3_3_1_2_2_1_3_6_3_12_0_7_18_5_8_0_0_0_0_0_1_0_0_2_1_1_11_0_1_2_0_0_2_1_2_1_0_0_0_0_0_0_0_0_3_0_0_0_0_0_0_0_0
dewiki,2007,Nekrolog_2007,3968,Wikipedia list article about people who died in 2007,قائمة ويكيبيديا للأشخاص الذين توفوا في عام 2007,Wikipedia-Liste von im Jahr 2007 verstorbenen Personen,artículo de Wikipedia con la lista de personas que fallecieron en 2007,Article de liste Wikipédia sur les personnes décédées en 2007,"статья-список в Википедии о людях, умерших в 2007 году",維基百科關於 2007 年逝世者的列表文章,,,,,,,3_16_11_9_6_4_20_13_17_10_25_18_5_15_2_21_16_12_18_19_14_26_7_24_10_15_6_15_18_8_15_3_8_7_22_5_6_17_14_7_17_10_8_9_20_9_2_7_4_7_3_10_12_7_5_10_11_17_9_18_6_10_7_8_7_15_5_6_23_8_11_10_7_5_3_5_13_13_5_20_8_0_11_10_4_11_15_9_11_12_10_12_8_5_21_20_17_5_6_3_11_10_13_10_3_4_19_5_6_11_7_9_14_14_12_11_16_8_20_17_16_10_15_3_17_5_12_13_19_14_7_19_10_20_21_15_17_13_7_11_15_3_13_9_6_14_10_14_7_7_5_6_14_8_10_12_6_3_6_4_13_7_7_21_13_4_4_13_4_15_6_7_9_2_7_13_18_16_10_10_10_7_8_16_20_9_8_4_10_9_21_17_4_3_13_7_27_11_14_14_13_12_17_13_21_26_18_13_12_18_11_13_11_6_20_9_11_13_17_17_23_9_5_6_28_8_7_12_12_3_7_11_10_11_13_5_13_9_18_7_8_18_16_12_3_8_23_7_19_13_19_14_12_18_5_7_11_7_11_12_10_12_3_4_16_14_11_5_9_8_10_16_11_20_8_10_9_11_16_8_6_12_8_8_8_4_15_7_7_18_10_16_7_6_6_3_4_8_6_5_3_6_11_13_6_10_11_25_18_14_4_5_8_9_5_7_8_13_14_15_14_6_19_3_11_14_7_0_17_8_25_10_6_9_7_6_8_19_8_8_19_7_9_14_9_24_13_10_4_6_9_6_21_5_7_9_9_7_3_11_19_4_14_12_7
ruwiki,2008,Вооружённый_конфликт_в_Южной_Осетии_(2008),3937,2008 war between Russia and Georgia in South Ossetia,حرب في عام 2008 بين روسيا وجورجيا في أوسيتيا الجنوبية,militärischer Konflikt im Kaukasus 2008,guerra del año 2008 entre Rusia y Georgia en Osetia del Sur,2008 guerre entre la Russie et la Géorgie en Ossétie du Sud,война 2008 года между Россией и Грузией в Южной Осетии,2008年俄羅斯和格魯吉亞在南奧塞梯的戰爭,File:2008_South_Ossetia_war_ru.svg,https://commons.wikimedia.org/wiki/File:2008_South_Ossetia_war_ru.svg,https://upload.wikimedia.org/wikipedia/commons/e/e1/2008_South_Ossetia_war_ru.svg,The original uploader was Andrei nacu at English Wikipedia.. Translation by Alexander Nureyev.,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_318_388_326_249_179_162_142_146_53_58_75_83_73_79_48_72_53_96_104_53_37_71_93_20_17_12_10_28_19_27_13_19_21_40_30_33_25_46_19_64_12_8_21_15_4_0_4_23_5_6_0_13_3_6_1_1_10_3_11_6_4_1_1_0_4_0_18_0_3_3_4_11_3_7_17_2_2_0_1_14_11_33_6_7_4_0_6_13_0_15_20_5_5_1_2_0_0_12_7_2_1_4_8_2_18_19_2_0_0_1_0_0_0_6_1_1_0_0_2_4_4_0_10_5_4_0_9_0_4_0_0_0_0_1_3_0_14_3_2_1_2_2_3_2_0_2
enwiki,2008,Sarah_Palin,10429,9th Governor of Alaska,الحاكمة التاسعة لألسكا,9. Gouverneur von Alaska,novena Gobernadora de Alaska,9ème gouverneur de l'Alaska,9-й губернатор Аляски,阿拉斯加第九任州長,File:Sarah_Palin_by_Gage_Skidmore_2_(cropped_3x4).jpg,https://commons.wikimedia.org/wiki/File:Sarah_Palin_by_Gage_Skidmore_2_(cropped_3x4).jpg,https://upload.wikimedia.org/wikipedia/commons/c/cf/Sarah_Palin_by_Gage_Skidmore_2_%28cropped_3x4%29.jpg,Gage Skidmore,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,0_0_1_0_0_4_0_0_2_1_0_1_0_0_0_0_0_0_2_0_3_0_0_0_0_0_0_0_6_0_0_0_0_0_0_0_0_3_0_0_1_2_2_0_0_3_0_0_0_0_1_0_0_0_0_0_1_1_0_0_3_1_4_0_0_5_1_0_5_0_1_2_0_0_0_0_1_0_0_0_2_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_5_3_10_4_0_0_1_0_0_4_0_0_6_5_0_2_2_3_2_0_0_1_0_0_0_0_0_2_0_0_2_0_0_0_0_0_0_0_0_0_0_2_3_1_0_12_9_6_0_1_0_5_0_0_0_1_0_0_0_0_1_0_0_1_10_0_0_0_0_1_5_1_2_3_3_9_25_1_1_0_2_1_2_3_0_0_19_4_0_1_0_0_4_2_3_0_1_0_0_0_0_0_3_1_6_0_1_6_6_2_1_0_2_0_9_2_1_12_1_4_1_0_0_2_0_4_0_2_16_6_0_0_3_2_0_12_4_10_0_16_32_8_4_6_70_1144_784_535_635_636_557_104_32_23_6_4_432_172_186_261_342_189_177_183_233_159_114_145_84_121_70_67_42_74_28_66_39_43_88_91_66_22_61_54_72_50_36_92_66_95_131_79_50_62_65_29_70_25_6_40_63_22_51_43_52_10_37_11_9_35_30_82_46_41_41_79_39_55_19_12_43_14_9_5_35_2_11_7_5_10_5_19_15_16_16_1_1_0_0_0_18_11_8_2_4_2_0_1_1_7_3_3_6_3_0_23_2_12_1_2_8_6_15_6_7_17_13_1_2_2
frwiki,2008,World_Wrestling_Entertainment,3003,professional wrestling and entertainment company,شركة مصارعة وترفيه احترافية,US-amerikanisches Wrestling- und Medienunternehmen,compañía de lucha libre profesional y entretenimiento,entreprise de lutte professionnelle et de divertissement,профессиональная реслинговая и развлекательная компания,職業摔跤和娛樂公司,File:WWE_Logo.svg,https://commons.wikimedia.org/wiki/File:WWE_Logo.svg,https://upload.wikimedia.org/wikipedia/commons/0/03/WWE_Logo.svg,WWE,Public domain,,0_7_0_9_1_0_7_1_3_9_3_1_2_1_0_6_17_11_1_6_2_4_10_10_1_6_4_8_11_6_6_0_3_2_1_12_7_4_4_2_4_1_2_3_2_4_1_2_3_12_0_1_3_2_7_4_5_2_2_0_0_0_0_0_1_5_7_1_4_3_12_4_9_0_8_1_2_7_5_6_12_4_6_3_9_7_6_6_4_6_21_13_11_2_4_5_4_6_3_9_4_8_5_12_8_5_1_12_6_7_5_6_16_3_5_1_7_6_20_26_19_2_5_6_5_7_16_8_8_8_8_3_6_4_11_9_9_7_3_14_26_11_4_3_2_11_1_12_19_2_11_1_2_14_10_7_8_3_9_12_1_2_14_10_1_14_8_3_11_12_5_6_3_3_3_16_17_8_3_13_7_25_14_16_16_24_24_13_9_21_21_8_8_19_14_4_17_23_42_16_9_4_3_0_1_1_6_3_0_9_7_5_1_0_6_6_1_11_2_9_3_1_1_2_7_3_1_0_2_2_5_9_12_3_12_6_12_5_11_5_15_7_20_25_36_4_12_4_2_3_5_22_11_24_12_11_6_8_5_8_14_1_7_5_8_15_31_9_11_16_7_2_4_7_1_4_17_5_10_10_13_8_9_8_11_13_3_19_10_13_0_8_15_5_9_17_7_3_4_7_18_10_19_7_11_15_13_15_40_44_8_5_6_9_8_7_10_6_3_8_4_10_4_11_13_18_20_6_26_17_17_20_3_7_6_2_1_3_4_16_4_3_1_5_4_10_8_11_15_13_2_6_8_6_4_13_6_50_24_30_19_8_4_12_14_14
